maxeduc,valorjornal,fam_electricidad,fam_letrinas,riskmax,loutput,lseeds,lland,llabour,lfertilizer,lpesticide,ageold60,nooutinc,diste1,footaccess,caraccess,fullten,dum01,dum02,dum03,dum04,Participation
2,4,0.13953,1,156.187641427641,6.04199129777595,2.85589532836619,1.50407739677627,3.55534806148941,4.26422797389543,3.04927304048202,0,0,2.6673844650657,0,1,1,0,1,0,0,0
4,4,0.9,0.82895,0.0152169540477273,6.68461172766793,3.80666248977032,0.405465108108164,4.15888308335967,5.2040066870768,4.92725368515721,1,1,3.33677777218524,1,0,0,0,1,0,0,1
5,4,0.9,0.82895,0.0152169540477273,7.38647084882989,4.40671924726425,1.09861228866811,4.61512051684126,5.41164605185504,5.24174701505964,1,1,3.33677777218524,1,0,1,0,1,0,0,1
10,5,0.97847,0.98826,0.611824933642764,7.2152399787301,4.12568171753114,1.50407739677627,5.06890420222023,5.21493575760899,5.14166355650266,0,1,3.30638189629525,1,0,1,1,0,0,0,1
3,5,1,1,0.163875039592634,6.35610766069589,4.07753744390572,0.693147180559945,3.73766961828337,5.17048399503815,4.12713438504509,0,1,1.89201814984271,1,0,0,1,0,0,0,1
3,4,0.89868,0.82819,0.665768018182669,8.04430540699064,4.97673374242057,2.484906649788,5.23110861685459,6.04618944679723,5.06575459331733,0,0,1.57931646636294,0,1,0,0,1,0,0,0
5,4,0.89868,0.82819,1.79497130637797,7.26192709270275,3.40119738166216,1.09861228866811,4.29045944114839,5.87493073085203,5.17614973257383,0,0,1.57931646636294,1,0,1,0,1,0,0,1
6,4,0.89868,0.82819,14.1042372731868,6.76619171466035,3.71357206670431,1.09861228866811,4.14313472639153,4.95067295292357,4.31160417037734,0,1,1.57931646636294,0,0,1,0,1,0,0,1
3,4,0.89868,0.82819,14.1183123286608,6.8134445995109,4.26267987704132,1.09861228866811,3.80666248977032,5.0401940963378,4.64005458784159,0,1,1.57931646636294,0,0,1,0,1,0,0,1
6,4,0.9,0.82895,0.258294354996737,7.49108759353488,3.78328012953542,1.09861228866811,4.12713438504509,5.45318207710895,4.40366580977736,0,1,3.33677777218524,1,0,1,0,1,0,0,1
1,4,1,1,0.163875039592634,7.07749805356923,4.0943445622221,0.405465108108164,4.20469261939097,4.9416424226093,4.24849524204936,0,1,1.89201814984271,0,0,1,1,0,0,0,1
9,5,0.92308,0.76923,1.05181732310114,5.12396397940326,2.30258509299405,-0.693147180559945,3.43398720448515,3.68887945411394,2.99573227355399,1,0,1.43027586823015,0,1,1,1,0,0,0,1
12,5,0.79208,0.91287,0.826898063360482,6.95654544315157,3.73766961828337,1.38629436111989,4.70048036579242,5.50938833662798,5.04985600724954,0,0,3.41496513531955,1,0,1,1,0,0,0,1
0,4,0.79208,0.91287,0.189391678625567,6.86693328446188,4.0517849478033,1.09861228866811,4.67282883446191,5.30330490805908,4.30406509320417,1,1,3.41496513531955,0,1,1,1,0,0,0,1
4,4,1,1,0.163875039592634,5.96614673912369,3.13549421592915,0.215111379616945,4.61512051684126,4.00733318523247,3.8607297110406,0,1,1.89201814984271,1,0,1,1,0,0,0,1
6,4,0.9,0.82895,254.048234303496,7.5522372875608,4.34315586028489,3.43398720448515,5.47646355193151,5.7037824746562,7.01804363287626,0,1,3.33677777218524,0,0,1,0,1,0,0,1
2,5,0.9,0.82895,1.11603730586688,7.77904864492556,4.5827200571505,1.79175946922805,4.83628190695148,5.8171111599632,3.73766961828337,0,1,3.33677777218524,0,0,0,0,1,0,0,1
0,4,0.75969,0.41085,0.0752819026829323,6.51025834052315,3.76120011569356,0.693147180559945,3.89182029811063,5.01063529409626,3.95124371858143,1,0,3.21682069326526,1,0,1,1,0,0,0,1
5,4,1,1,0.200948379503054,7.46164039220858,4.24849524204936,0.810930216216329,4.58496747867057,5.13579843705026,4.78749174278205,1,1,1.89201814984271,0,1,1,1,0,0,0,1
8,4,0.92308,0.76923,0.757781780366892,7.95752740223077,4.70501552095781,2.14006616349627,5.4553211153577,6.18620862390049,4.47733681447821,0,0,1.43027586823015,1,0,0,1,0,0,0,1
5,4,0.75969,0.41085,0.826898063360482,5.35658627467201,2.23857976301813,0,2.77258872223978,4.33073334028633,3.16505301817069,0,1,3.21682069326526,0,1,1,1,0,0,0,0
5,4,0.92308,0.76923,0.0143013986994938,6.67076632084587,4.48863636973214,1.12492959698548,4.38202663467388,5.16478597392351,4.40415498674688,0,0,1.43027586823015,1,0,0,1,0,0,0,1
8,4,1,1,1.05181732310114,6.03548143252476,3.17805383034795,0,3.63758615972639,4.47733681447821,4.62497281328427,1,1,3.43870835807488,1,0,1,1,0,0,0,1
9,5,1,1,6.08552364469885,6.32793678372919,3.68887945411394,0,2.94443897916644,4.60517018598809,3.90197266957464,0,0,1.6676801824875,0,1,1,0,1,0,0,1
13,4,0.95349,0.95349,0.569203815531262,7.14440718032114,4.47733681447821,1.26976054486394,4.34380542185368,5.65424202909607,5.45958551414416,0,1,2.14042792817515,0,1,1,0,1,0,0,1
5,5,0.95349,0.95349,0.417631570168411,8.0925452638913,4.24132675257075,1.94591014905531,4.0943445622221,6.19031540585315,4.75359019110636,0,0,2.14042792817515,0,1,1,0,1,0,0,1
3,5,0.70707,0.79798,0.826898063360482,7.42416528104203,3.43398720448515,1.79175946922805,4.0943445622221,4.87519732320115,3.97029191355212,0,0,1.68597808156978,1,0,0,1,0,0,0,1
11,4,0.70707,0.79798,5.98192209037654,7.11069612297883,4.8941014778403,1.79175946922805,4.95582705760126,5.85220247977447,4.98360662170834,0,1,1.68597808156978,0,1,1,1,0,0,0,1
3,4.5,0.70707,0.79798,91.3414326868361,7.84698098213879,5.94803498918065,0.693147180559945,4.77068462446567,5.99396142730657,6.21860011969173,0,1,1.68597808156978,1,0,0,1,0,0,0,1
3,4,0.96,0.68,0.10003778666705,6.97914527506881,3.67630067190708,1.09861228866811,4.02535169073515,5.59734730769338,2.89037175789616,1,1,2.46452399928188,1,0,1,1,0,0,0,1
6,6,0.83784,0.93555,6.2645438808651,7.05617528410041,3.3603753871419,0.916290731874155,3.40119738166216,5.01992534100335,4.0943445622221,1,1,4.68377714064871,0,1,0,0,1,0,0,1
11,4,1,0.91742,0.163875039592634,6.89162589705225,4.23410650459726,0.693147180559945,4.15888308335967,5.29330482472449,5.23110861685459,1,1,4.73682000309973,0,1,1,1,0,0,0,1
8,5,0.95,0.95,0.0655753718622365,7.45587668749182,4.62497281328427,1.25276296849537,4.68213122712422,5.7037824746562,4.38202663467388,0,1,4.72478859586412,1,0,0,1,0,0,0,1
11,5,0.95,0.95,0.24881438289512,6.59578051396131,3.78418963391826,0.916290731874155,4.07753744390572,4.99043258677874,3.80666248977032,0,1,4.72478859586412,1,0,0,1,0,0,0,1
9,6,0.83784,0.93555,0.163875039592634,5.67675380226828,3.46573590279973,0,3.76120011569356,4.24849524204936,3.17805383034795,1,1,4.68377714064871,1,0,1,0,1,0,0,1
0,4,1,0.75,0.00988028281495825,7.4899708988348,3.25809653802148,1.6094379124341,5.31320597904179,6.27287700654617,5.4510384535657,1,1,4.726711957767,1,0,1,1,0,0,0,1
3,4,0.93121,0.9396,0.70452355973593,8.82702806850915,4.68213122712422,1.87180217690159,3.85014760171006,5.80685036425414,5.44241771052179,1,1,4.53763957000271,0,1,1,0,1,0,0,1
7,5,0.93121,0.9396,0.760275938000651,8.08332860878638,4.58496747867057,2.09924416897602,4.11087386417331,6.6623405560217,5.99893656194668,1,1,4.53763957000271,0,1,1,0,1,0,0,1
6,5,0.89836,0.82951,0.309652865485103,8.35184673882824,5.05942545826569,2.16905370036952,5.61312810638807,5.73979291217923,5.15329159449778,0,1,4.5013446646369,0,1,1,0,1,0,0,1
3,5,0.89836,0.82951,0.166182834240005,7.25541470499391,4.88280192258637,1.15057202759882,3.98898404656427,5.18178355029209,5.91350300563827,0,0,4.5013446646369,1,0,1,0,1,0,0,1
9,4,0.5,0.46948,0.127555240463586,8.17357548663415,5.31073988654659,2.07944154167984,4.87519732320115,6.40191719672719,6.39859493453521,0,1,4.52160355343312,0,1,0,1,0,0,0,1
5,4.5,0.5,0.46948,0.826898063360482,7.90285719128058,3.94158180766969,2.30258509299405,4.35670882668959,6.89365635460264,6.82437367004309,1,1,4.52160355343312,0,1,1,1,0,0,0,1
12,5,0.5,0.46948,0.163875039592634,7.56941179245071,4.86753445045558,1.38629436111989,4.4188406077966,5.52146091786225,5.46594820793199,0,1,4.52160355343312,0,1,1,1,0,0,0,1
3,4,0.95,0.95,0.216315923724812,6.39692965521615,3.83514196109219,0.693147180559945,4.20469261939097,5.17614973257383,3.91202300542815,0,1,4.72478859586412,1,0,0,1,0,0,0,1
4,4,1,1,0.163875039592634,6.84161547647759,4.17438726989564,0.693147180559945,4.00733318523247,5.13579843705026,5.11198778835654,0,1,3.43870835807488,1,0,1,1,0,0,0,1
5,5,0.95,0.95,0.826898063360482,6.73340189183736,3.73766961828337,1.38629436111989,4.66343909411207,5.41610040220442,4.75359019110636,1,1,4.72478859586412,0,1,1,1,0,0,0,1
11,5,0.95,0.9,0.83420603395456,8.03915739047324,4.77153172320332,1.98100146886658,5.23110861685459,6.11257537285704,4.15888308335967,0,1,4.50761092668201,1,0,0,1,0,0,0,1
9,5,0.95,0.9,0.826898063360482,7.7596141506969,3.74265715979441,1.38629436111989,4.91265488573605,5.42053499927229,4.97562968489744,1,1,4.50761092668201,1,0,1,1,0,0,0,1
9,4,0.93121,0.9396,0.0152169540477273,6.49072353450251,3.88156379794344,0.405465108108164,4.24849524204936,5.03043792139244,3.98898404656427,0,0,4.53763957000271,1,0,0,0,1,0,0,1
3,4,0.83784,0.93555,0.826898063360482,7.11639414409346,3.85014760171006,1.38629436111989,2.19722457733622,6.15909538849193,3.46573590279973,0,1,4.68377714064871,0,1,0,0,1,0,0,1
10,5,0.93121,0.9396,0.127555240463586,7.25841215059531,4.58496747867057,0.693147180559945,4.20469261939097,5.27811465923052,5.19849703126583,0,0,4.53763957000271,1,0,0,0,1,0,0,1
0,4,1,0.0005,0.163875039592634,8.05515773181968,5.54126354515843,1.79175946922805,4.90527477843843,5.96614673912369,5.01063529409626,0,1,4.57471145102462,1,0,0,1,0,0,0,1
4,5,0.92308,0.76923,0.826898063360482,6.71174039505618,3.1267605359604,0.693147180559945,3.68887945411394,5.63478960316925,3.93182563272433,1,1,1.43027586823015,1,0,1,1,0,0,0,1
11,4,0.93,1,27.3756662091553,7.20340552108309,4.49980967033027,1.38629436111989,4.91265488573605,5.47227067367148,5.37527840768417,0,1,4.5070889756265,0,1,0,0,1,0,0,1
8,4,0.89868,0.82819,5.37234260403908,6.56526497003536,3.98898404656427,1.38629436111989,4.47733681447821,5.8171111599632,5.26785815906333,1,1,1.57931646636294,1,0,1,0,1,0,0,1
4,5,1,0.75,84.8143015411651,5.88610403145016,3.49650756146648,0.916290731874155,3.52636052461616,4.47733681447821,3.54385368206368,0,1,4.726711957767,0,1,1,1,0,0,0,0
5,4,0.89868,0.82819,0.00988028281495825,6.77992190747225,4.43081679884331,0.916290731874155,4.27666611901606,5.21493575760899,4.00733318523247,0,0,1.57931646636294,1,0,0,0,1,0,0,1
12,4,0.5,0.46948,3.25087404633874,7.73805229768932,3.89182029811063,1.79175946922805,5.39362754635236,6.19440539110467,5.75795495354459,1,1,4.52160355343312,0,1,0,1,0,0,0,1
7,5,0.85185,0.41667,0.611824933642764,6.96602418710611,4.23410650459726,1.50407739677627,4.40671924726425,5.68017260901707,4.86753445045558,0,0,4.51071876573724,0,1,0,1,0,0,0,1
6,4,0.77481,0.80916,0.163875039592634,6.5792512120101,4.17438726989564,0.693147180559945,4.38202663467388,5.11198778835654,3.78418963391826,1,0,4.46208159765978,1,0,0,1,0,0,0,1
9,4,0.85185,0.41667,0.258294354996737,6.24222326545517,3.68837932907225,0.405465108108164,3.61091791264422,5.09375020080676,3.66356164612965,1,1,4.45864839497286,0,1,0,1,0,0,0,0
9,5,0.5,0.46948,0.169417760762909,6.88550967003482,3.8177123259569,0.262364264467491,4.07753744390572,5.06259503302697,4.04305126783455,0,0,4.52160355343312,0,1,1,1,0,0,0,1
0,4,0.93,1,0.163875039592634,6.26149168432104,4.41279829334063,1.09861228866811,4.52178857704904,5.77455154554441,4.68518212395748,1,1,4.50210842418452,1,0,1,0,1,0,0,1
6,4,1,0.0005,0.0326881299426472,6.93342302573071,4.06044301054642,0.559615787935423,4.24849524204936,4.9416424226093,4.31748811353631,0,0,4.77260997139077,1,0,0,1,0,0,0,1
7,4,0.89923,0.82908,0.134652507635641,7.44926528487912,4.53742653390157,1.57484646766448,5.31320597904179,5.84643877505772,4.34380542185368,0,0,4.76767093995644,0,1,0,1,0,0,0,1
9,4,1,0.0005,40.6190390768929,6.08677472691231,1.32175583998232,0.693147180559945,3.49650756146648,4.26267987704132,3.39282913199164,0,0,4.57471145102462,1,0,1,1,0,0,0,1
7,3.5,0.91026,0.64103,0.163875039592634,7.15461535691366,3.95124371858143,0.693147180559945,3.95124371858143,5.52146091786225,4.00733318523247,0,0,4.53071829042679,1,0,0,0,1,0,0,1
10,5,0.05014,0.89973,0.00988028281495825,7.1066061377273,4.44265125649032,0.916290731874155,4.38202663467388,5.68017260901707,3.85014760171006,0,1,4.44815397447852,0,1,1,0,1,0,0,1
9,5,0.05014,0.89973,0.0752819026829323,6.46925031679577,1.38629436111989,1.38629436111989,4.78749174278205,5.74300318780948,4.95582705760126,0,1,4.44815397447852,1,0,0,0,1,0,0,1
1,5,0.8,0.91667,0.340754892287702,7.99294454731811,4.75359019110636,2.06305806242931,4.89034912822175,5.86808148553527,4.60517018598809,1,1,4.46401995062351,0,1,1,1,0,0,0,1
8,5,0.91026,0.64103,0.0152169540477273,7.36391350140582,4.53259949315326,1.09861228866811,4.26267987704132,5.6937321388027,5.36129216570943,0,1,4.53071829042679,0,1,0,0,1,0,0,1
9,4,1,0.0005,0.163875039592634,6.62007320653036,4.70048036579242,1.38629436111989,4.88280192258637,5.56068163101553,4.12713438504509,1,0,4.57471145102462,1,0,0,1,0,0,0,0
6,4,1,0.0005,0.163875039592634,7.15461535691366,3.77505715035499,0.693147180559945,4.12713438504509,4.85203026391962,4.97673374242057,0,1,4.57471145102462,1,0,0,1,0,0,0,1
5,4,0.89836,0.82951,0.826898063360482,6.73101810048208,3.25809653802148,1.79175946922805,3.98898404656427,6.41673228251233,3.80666248977032,0,1,4.5013446646369,1,0,1,0,1,0,0,1
8,4,0.89868,0.82819,0.586675408413439,6.4377516497364,3.09104245335832,0.810930216216329,3.87120101090789,4.25802115470276,4.42484663185681,1,0,1.57931646636294,0,1,1,0,1,0,0,1
15,6,0.8,0.8,0.163875039592634,6.40522845803084,3.62434093297637,0.693147180559945,4.29045944114839,3.63758615972639,3.40119738166216,0,1,4.38448825431871,0,1,1,0,1,0,0,1
0,4,1,0.0005,0.993258435510223,6.87729607149743,4.29045944114839,0.405465108108164,4.45434729625351,4.88280192258637,4.06044301054642,0,1,4.57471145102462,0,1,1,1,0,0,0,1
8,4,0.9,0.82895,1.05181732310114,4.78749174278205,2.19722457733622,-1.38629436111989,2.94443897916644,3.82078452499387,3.25848107946056,0,0,3.33677777218524,0,1,1,0,1,0,0,0
2,4,0.9,0.82895,0.0152169540477273,7.4121603349452,4.55387689160054,1.09861228866811,4.48863636973214,5.73009978297357,5.27811465923052,1,1,3.33677777218524,1,0,0,0,1,0,0,1
2,3.75,0.9,0.82895,0.163875039592634,5.25227342804663,3.27714473299218,-0.693147180559945,3.40119738166216,4.36944785246702,2.35137525716348,0,1,3.33677777218524,0,1,1,0,1,0,0,1
7,4,1,0.0005,0.00988028281495825,7.539027055824,4.46820433091493,1.6094379124341,5.17048399503815,5.8406416573734,5.34710753071747,1,1,4.57471145102462,1,0,1,1,0,0,0,1
9,4,1,0.0005,0.163875039592634,6.90775527898214,4.83628190695148,1.38629436111989,4.60517018598809,5.4553211153577,4.64439089914137,0,1,4.57471145102462,1,0,1,1,0,0,0,1
5,4,1,0.0005,7.3661534088766,7.44307837434852,3.46885603013597,1.25276296849537,3.97029191355212,4.54616300540806,3.2188758248682,0,0,4.57471145102462,1,0,1,1,0,0,0,1
13,5,1,0.88049,7.54854953057951,7.70165236264223,4.49088103958596,2.19722457733622,5.55295958492162,6.58617165485467,5.99645208861902,1,1,4.73007119734193,1,0,1,0,1,0,0,1
5,4,0.83065,0.91331,11.1610854498334,4.78749174278205,2.89037175789616,0.810930216216329,3.58351893845611,4.43081679884331,3.60304919750874,1,1,4.72076781056428,0,0,1,0,1,0,0,0
4,4,0.91026,0.64103,0.389305883325925,6.3456363608286,3.80666248977032,0.559615787935423,4.02535169073515,4.89783979995091,4.47733681447821,0,1,4.53071829042679,0,1,1,0,1,0,0,1
3,4,0.91026,0.64103,0.0593762770986817,7.11558212618445,4.17438726989564,0.636576829071551,3.98898404656427,5.37063802812766,4.95229971708329,1,1,4.53071829042679,0,1,1,0,1,0,0,1
8,6,0.89941,0.71006,0.258294354996737,7.32251043399739,3.25809653802148,1.79175946922805,4.53259949315326,4.68213122712422,3.40119738166216,0,1,4.39281718138325,0,1,0,0,1,0,0,1
9,5,0.89941,0.71006,0.826898063360482,7.90100705199242,4.52720864451838,1.38629436111989,4.93447393313069,5.38449506278909,5.52942908751142,1,1,4.42496028220719,1,0,0,0,1,0,0,1
12,0,0,0.61538,0.638825744653777,7.539027055824,4.28358656186063,1.44456326924387,4.64439089914137,5.59842195899838,4.49980967033027,0,0,4.45913065389902,0,1,0,1,0,0,0,1
5,4,0.83065,0.91331,0.826898063360482,6.92951677076365,3.96081316959758,1.38629436111989,4.18965474202643,4.99043258677874,4.69373036296757,0,1,4.72076781056428,1,0,1,0,1,0,0,1
12,4,0.83065,0.91331,0.643099102854224,6.19440539110467,3.2188758248682,0.792992515529661,3.91202300542815,5.22143632221208,4.45248509832244,1,1,4.72076781056428,0,1,1,0,1,0,0,1
8,4,0.95,0.9,0.00988028281495825,7.76556908109732,4.23410650459726,1.6094379124341,4.57471097850338,5.92425579741453,6.08221891037645,0,1,4.50761092668201,1,0,0,1,0,0,0,1
6,4,1,1,1.05181732310114,7.05185562295589,4.27666611901606,1.09861228866811,4.68213122712422,4.75359019110636,5.16478597392351,0,1,4.41408932464428,0,1,1,0,1,0,0,1
6,4,1,1,0.0152169540477273,6.40357419793482,4.0943445622221,0.405465108108164,3.91202300542815,4.80402104473326,4.02535169073515,0,0,4.34538766857402,0,1,1,1,0,0,0,0
5,4,0.89855,0.71014,0.826898063360482,7.48436864328613,3.80666248977032,1.38629436111989,4.80402104473326,5.55295958492162,5.39362754635236,0,1,4.36780883141885,1,0,0,1,0,0,0,0
4,5,0.70721,0.67568,6.08552364469885,7.24422751560335,4.27666611901606,0.693147180559945,4.36944785246702,4.43081679884331,3.68887945411394,0,1,4.6725374389478,0,1,1,1,0,0,0,0
2,5,0.89928,0.70863,0.163875039592634,7.53583046279837,4.35670882668959,1.09861228866811,3.49650756146648,4.77068462446567,3.52636052461616,0,1,4.67616347482071,0,1,1,1,0,0,0,0
6,3.2,0.75097,0.95331,0.163875039592634,7.20785987143248,4.0943445622221,0.693147180559945,4.18965474202643,4.39444915467244,4.15888308335967,0,1,4.63716874795943,0,1,1,1,0,0,0,0
3,4,0.84348,0.85217,1.05181732310114,5.39362754635236,1.50407739677627,-0.693147180559945,1.94591014905531,4.04305126783455,2.11625551480255,0,1,4.58834963998122,0,1,0,1,0,0,0,0
10,4,0.84348,0.85217,1.05181732310114,4.969813299576,1.87180217690159,-1.38629436111989,2.63905732961526,3.46573590279973,2.70805020110221,1,1,4.58834963998122,0,1,0,1,0,0,0,0
16,4,0.05,0.85,1.05181732310114,5.8171111599632,2.89037175789616,-0.59783700075562,3.58351893845611,4.24849524204936,3.91202300542815,0,0,4.52230779886012,0,1,1,1,0,0,0,0
3,4,1,1,0.163875039592634,6.8501261661455,3.77505715035499,0.693147180559945,4.43081679884331,4.70048036579242,3.13549421592915,0,1,4.60843136083867,1,0,1,1,0,0,0,0
6,3.42,1,1,0.163875039592634,6.03068526026126,3.48124008933569,0,3.73766961828337,4.43081679884331,2.30258509299405,0,1,4.60843136083867,0,1,1,1,0,0,0,0
4,4,1,0.91742,0.163875039592634,6.3500127354284,4.34536265030229,1.09861228866811,4.11087386417331,4.69391339582248,4.08092154188996,0,1,4.73682000309973,0,1,0,1,0,0,0,0
3,3.5,1,1,0.163875039592634,7.539027055824,4.14313472639153,0.693147180559945,4.15888308335967,5.45958551414416,4.31748811353631,0,0,4.6784775479118,0,1,1,1,0,0,0,0
0,5,0.70721,0.67568,0.993258435510223,8.03786623470962,4.42604352009066,1.09861228866811,4.72738781871234,5.39362754635236,4.60266705576997,0,1,4.6725374389478,1,0,1,1,0,0,0,0
2,5,0.70721,0.67568,1.05181732310114,6.76157276880406,3.52636052461616,0.693147180559945,4.33073334028633,4.44851637594271,4.51633897228148,0,1,4.6725374389478,1,0,1,1,0,0,0,0
5,4,1,1,0.163875039592634,6.91968384984741,3.95124371858143,0.693147180559945,4.43081679884331,4.89034912822175,3.85651029549789,0,1,3.43870835807488,0,1,0,1,0,0,0,0
2,5,0.91241,0.81387,0.267419283812096,5.88610403145016,2.89037175789616,-0.478035800943,3.2188758248682,4.23410650459726,3.04452243772342,0,0,4.47477064492733,1,0,0,1,0,0,0,0
6,4,0.91241,0.81387,0.163875039592634,7.24422751560335,4.17438726989564,0.693147180559945,3.97029191355212,4.85203026391962,3.73766961828337,0,0,4.47477064492733,1,0,0,1,0,0,0,0
9,5,0.91241,0.81387,0.163875039592634,7.17472430983638,4.20469261939097,0.693147180559945,4.0943445622221,4.92725368515721,3.95124371858143,0,0,4.47477064492733,1,0,0,1,0,0,0,0
6,4,1,0.0005,0.163875039592634,7.27517231945277,3.7716108517114,0.693147180559945,4.38202663467388,4.77068462446567,2.89037175789616,0,1,4.57471145102462,1,0,1,1,0,0,0,0
3,4,0.2,0.9,0.163875039592634,6.50279004591562,4.14313472639153,0.693147180559945,4.31748811353631,5.48063892334199,5.00394630594546,0,1,4.45633104006813,1,0,0,1,0,0,0,0
6,4,0.9,0.95,0.826898063360482,6.44571981938558,3.74644056463847,0.693147180559945,3.91202300542815,4.74493212836325,3.66612246699132,0,1,4.5349406592249,1,0,1,1,0,0,0,0
10,5,0.9,0.95,0.163875039592634,6.05443934626937,3.29953372788566,0,3.71357206670431,4.35670882668959,3.66356164612965,0,0,4.5349406592249,0,1,1,1,0,0,0,0
5,4,0.2,0.9,0.163875039592634,7.36770857237437,4.35670882668959,1.09861228866811,4.58496747867057,5.33753807970132,5.00394630594546,0,1,4.45633104006813,1,0,0,1,0,0,0,0
9,5,0.89923,0.82908,0.163875039592634,7.07326971745971,3.66356164612965,1.09861228866811,4.11087386417331,5.73334127689775,3.40119738166216,1,1,4.76767093995644,1,0,0,1,0,0,0,0
8,4,1,0.0005,0.189391678625567,6.52795791762255,3.85312189750799,1.09861228866811,4.24849524204936,4.94875989037817,4.02445843475793,0,1,4.57471145102462,1,0,0,1,0,0,0,0
9,4,0.92308,0.76923,0.163875039592634,6.26909628370626,4.07753744390572,0.693147180559945,3.87120101090789,4.60517018598809,3.71357206670431,0,0,1.43027586823015,1,0,1,1,0,0,0,0
3,0,0.83065,0.91331,17.8195752014879,5.56068163101553,2.52572864430826,0.693147180559945,3.3322045101752,4.14313472639153,3.39148368947452,1,1,4.72076781056428,0,1,1,0,1,0,0,0
0,4,1,1,0.163875039592634,5.30330490805908,2.94443897916644,0,3.61091791264422,4.15888308335967,3.68887945411394,0,1,1.89201814984271,0,1,1,1,0,0,0,0
6,4,0.93121,0.9396,1.8213971046914,7.10906213568717,3.71965111278069,1.25276296849537,4.62497281328427,5.17897060891547,3.8286413964891,0,0,4.53763957000271,0,1,0,0,1,0,0,0
12,3.5,0.83784,0.93555,0.826898063360482,7.43838353004431,4.5485998344997,1.38629436111989,5.05624580534831,5.90808293816893,5.11799381241676,0,0,4.68377714064871,0,1,0,0,1,0,0,0
0,4,0.89868,0.82819,5.37234260403908,6.80239476332431,3.97968165390196,1.38629436111989,4.27666611901606,5.01727983681492,4.75359019110636,1,1,1.57931646636294,1,0,1,0,1,0,0,0
4,5,0.89868,0.82819,0.826898063360482,7.2152399787301,3.49650756146648,1.09861228866811,4.48863636973214,5.74139933822751,4.78289787377182,1,1,1.57931646636294,0,1,1,0,1,0,0,0
5,4,0.86667,0.86667,0.826898063360482,6.49978704065585,2.86220088092947,0.693147180559945,3.17805383034795,5.15329159449778,3.61091791264422,0,0,4.60945349442172,1,0,1,1,0,0,0,0
4,4,1,0.8,0.163875039592634,6.36302810354046,3.55534806148941,0.693147180559945,4.00733318523247,4.60517018598809,4.20469261939097,0,1,4.67377727089933,1,0,0,1,0,0,0,0
11,4,0.69803,0.39825,0.0152169540477273,7.30249642372733,4.46590811865458,1.09861228866811,4.26267987704132,5.52545293913178,4.37575702166029,0,1,4.62742238742545,0,1,0,0,0,1,0,0
11,4,0.69803,0.39825,0.163875039592634,6.98100574072173,4.29045944114839,0.693147180559945,4.30406509320417,5.01063529409626,5.10594547390058,0,1,4.62742238742545,1,0,1,0,0,1,0,0
8,4,0.69803,0.39825,0.163875039592634,6.86901445066571,4.23410650459726,0.693147180559945,4.29045944114839,5.01727983681492,4.90527477843843,0,1,4.62742238742545,1,0,1,0,0,1,0,0
2,4,0.978,0.978,0.792261730303075,8.66388757056704,6.19908828676416,3.04452243772342,6.18208490671663,7.57327429242461,6.14418563412565,0,1,4.36398454434301,0,1,0,1,0,0,0,0
6,5,0.95455,0.90909,0.115719278759971,7.73193072194849,4.9172033493037,1.50407739677627,4.24849524204936,6.15485809401642,4.14313472639153,1,1,4.6623009766471,0,1,0,1,0,0,0,0
6,5,0.92308,0.86538,0.163875039592634,6.85646198459459,4.06044301054642,0.693147180559945,4.00733318523247,4.8283137373023,4.48074010760991,0,0,4.57753304234236,0,1,1,1,0,0,0,0
4,5,0.92308,0.86538,0.826898063360482,5.99146454710798,2.63905732961526,0,3.36729582998647,4.35670882668959,3.63758615972639,1,0,4.57753304234236,0,1,1,1,0,0,0,0
3,4,1,1,0.163875039592634,7.27239839257005,4.24849524204936,0.693147180559945,4.15888308335967,4.82028156560504,3.91202300542815,0,1,4.50198526498477,0,1,0,0,0,1,0,0
6,5,1,0.8,0.0152169540477273,6.25382881157547,3.13549421592915,-0.287682072451781,3.73766961828337,4.71402459090017,3.13549421592915,0,1,4.67377727089933,1,0,0,1,0,0,0,0
14,5,1,1,0.163875039592634,7.23273313617761,3.46573590279973,0.693147180559945,4.29045944114839,5.11799381241676,4.89783979995091,0,1,4.50198526498477,1,0,1,0,0,1,0,0
12,5,0.978,0.978,0.826898063360482,6.62007320653036,1.39871688111845,0.693147180559945,4.52178857704904,4.52178857704904,4.31748811353631,0,1,4.36398454434301,1,0,1,1,0,0,0,0
11,5,0.95455,0.90909,0.826898063360482,6.73578001424233,1.39871688111845,0.693147180559945,4.56434819146784,4.52178857704904,4.31748811353631,0,1,4.6623009766471,1,0,1,1,0,0,0,0
7,5,0.77037,0.83704,0.0859627311930423,7.24208235925696,3.40119738166216,1.09861228866811,4.85981240436167,5.80513496891649,5.52046041752866,0,1,4.5635642053728,0,1,1,0,0,1,0,0
9,5,0.77037,0.83704,2.01456181810891,7.10002716662926,3.3499040872746,0.916290731874155,4.59511985013459,5.57594910314632,5.12989871492307,1,1,4.5635642053728,0,1,1,0,0,1,0,0
9,4,0.87336,1,0.0152169540477273,7.61726781362835,4.49980967033027,1.09861228866811,4.70048036579242,5.74300318780948,5.46383180502561,0,1,4.50240114334682,0,1,0,0,0,1,0,0
4,5,0.83333,0.83333,10.6312474162136,7.07496319796604,3.40119738166216,-0.653926467406664,3.09104245335832,4.57471097850338,3.68762867221228,0,0,4.52155458188123,0,1,1,1,0,0,0,0
